,Tags_Will revert after reading the email,Total Time Spent on Website,Lead Profile_Potential Lead,Last Notable Activity_SMS Sent,What is your current occupation_Working Professional,Last Activity_SMS Sent,Lead Profile_Unspecified,Lead Origin_Lead Add Form,Tags_Interested in other courses,What is your current occupation_Unemployed,Tags_Ringing,Tags_Closed by Horizzon,Lead Source_Reference,Last Notable Activity_Modified,Tags_switched off,Last Activity_Olark Chat Conversation,City_Unspecified,Lead Profile_Student of SomeSchool,Last Activity_Email Bounced,Do Not Email_Yes,Tags_Lateral student,Specialization_E-COMMERCE,Lead Source_Olark Chat,TotalVisits,Lead Source_NC_EDM,Lead Source_Welingak Website,Last Activity_Form Submitted on Website,Page Views Per Visit,Last Notable Activity_Unreachable,Lead Source_welearnblog_Home,Last Activity_Converted to Lead,Last Notable Activity_Olark Chat Conversation,Tags_In confusion whether part time or DLP,Specialization_Travel and Tourism,Last Activity_View in browser link Clicked,Last Activity_Unreachable,Tags_Lost to Others,Tags_Shall take in the next coming month,Last Activity_Email Link Clicked,Lead Source_Facebook,Last Notable Activity_Email Marked Spam,Lead Source_Others,How did you hear about X Education_Online Search,Lead Origin_Quick Add Form,A free copy of Mastering The Interview_Yes,Last Notable Activity_Email Bounced,Specialization_Healthcare Management,Lead Source_Direct Traffic,Lead Origin_Lead Import,Tags_Want to take admission but has financial problems,Tags_Still Thinking,Last Activity_Visited Booth in Tradeshow,Tags_Not doing further education,What is your current occupation_Student,Tags_Interested  in full time MBA,What is your current occupation_Housewife,Specialization_Unspecified,Tags_wrong number given,Specialization_IT Projects Management,Last Notable Activity_Page Visited on Website,Last Notable Activity_Resubscribed to emails,Tags_Diploma holder (Not Eligible),Last Notable Activity_Unsubscribed,Last Notable Activity_View in browser link Clicked,Lead Source_Social Media,Lead Source_WeLearn,What is your current occupation_Other,Lead Source_Live Chat,City_Thane & Outskirts,Tags_opp hangup,Last Activity_Email Received,Lead Source_youtubechannel,Tags_Busy,Last Activity_Email Opened,Tags_number not provided,Last Activity_Page Visited on Website,Lead Source_Organic Search,Last Activity_Resubscribed to emails,Last Activity_Unsubscribed,Converted
716,1,1.8552926137635455,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3806,0,-0.8904357737302593,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3508,1,1.193033873125505,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45090822306340833,0,0,0,0.07185189430806015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7030,0,1.9830009108562807,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5131,0,-0.8904357737302593,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6471,0,-0.6934001153586109,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8160,0,-0.3686561598942273,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.45090822306340833,0,0,0,1.2770875728298379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7411,0,-0.5036620739636901,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6.572551853153379,0,0,0,0.04774718073762468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8202,0,-0.3869002023360466,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.6621178914984045,0,0,0,-0.6512895128050066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3715,1,0.46874538818527867,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45090822306340833,0,0,0,1.2770875728298379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3963,0,-0.0731026723367546,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.45090822306340833,0,0,0,0.07185189430806015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8431,1,-0.8904357737302593,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6039,0,-0.635019179544789,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.3838613628579513,0,0,1,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,0,-0.8247572209397098,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.45090822306340833,0,0,0,1.2770875728298379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6846,0,-0.1825669269876704,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4094,0,-0.5401501588473288,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-0.6621178914984045,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7535,0,-0.8904357737302593,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8754,0,0.9868761935329469,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7075,1,0.4997602603363715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3838613628579513,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3995,1,-0.8904357737302593,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4394,0,0.9887005977771287,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7291647517038615,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8760,0,-0.6605608389633361,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-0.3838613628579513,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,0,0.8847095558587588,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-0.3838613628579513,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6546,0,-0.40514424477786587,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.1056048342174981,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4288,0,2.5595126520177707,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4992,0,-0.3339924792547706,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7556,1,1.2988493192880568,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7959,0,-0.8904357737302593,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,0,1.846170592542636,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1608,1,1.7713700185311767,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3372,0,-0.742659029951523,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3838613628579513,0,0,1,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5987,0,0.4577989627201871,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4.346499624029754,0,0,0,1.1565640049776602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7250,0,-0.5474477758240565,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,-0.1691952413962954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1161,0,2.4007894827739427,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7251,0,-0.23365024582476446,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7291647517038615,0,0,0,1.7591818442385492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4407,0,-0.8904357737302593,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8508,0,-0.42703709570804904,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3838613628579513,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3712,0,-0.6277215625680613,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.3838613628579513,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1668,0,-0.14790324634821372,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.3838613628579513,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3148,0,1.8297509543449986,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,-0.3838613628579513,0,0,0,-0.6512895128050066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4564,0,-0.8904357737302593,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6974,1,-0.8904357737302593,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6565,0,-0.8904357737302593,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,0,-0.15520086332494146,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3838613628579513,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2762,0,1.2879028938229653,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7899865667488473,0,0,0,-0.5018402886683061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6068,0,1.4904117649271595,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3838613628579513,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3545,0,-0.8904357737302593,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,0,1.1127600863815,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1726516944229551,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5399,0,-0.4981888612311443,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0074212803443148,0,0,0,2.24127611564726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3940,0,-0.6587364347191542,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5028,1,-0.18986454396439814,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4785,0,-0.8904357737302593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,0,0.1859627303370795,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6188,0,-0.4562275636149599,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3838613628579513,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933,1,0.798962556382208,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1726516944229551,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5505,0,-0.46717398908005153,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,-0.1056048342174981,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,1,1.532373062543344,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45090822306340833,0,0,0,0.07185189430806015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5903,1,-0.5583942012891481,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.1056048342174981,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5858,0,1.4648701055086126,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0.45090822306340833,0,0,0,-0.6512895128050066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7570,0,0.040010390802525074,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1.285677808984768,0,0,0,2.723370387055971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6449,0,-0.44710554239405026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6196,0,-0.5164329036729637,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3838613628579513,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7915,0,1.3024981277764207,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0074212803443148,0,0,0,2.24127611564726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4724,1,-0.7280637959980675,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6717,0,1.554265913473527,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45090822306340833,0,0,0,-0.32828635096117015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951,0,-0.8904357737302593,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,0,-0.8904357737302593,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,-0.9403744201388577,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,0,-0.3613585429174996,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3838613628579513,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5933,0,-0.8302304336722556,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7291647517038615,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
